T 8032 1996 2 118
S 4628460 0 23 1 19 0 70888
T 4694264 1173555 1 71899
S 4694352 1 17 3 24 0 71899
T 4857416 1214342 3 74349
S 4857492 2 15 0 17 1 74349
S 4857512 3 19 3 33 1 74349
S 4857528 1 24 0 27 1 74349
T 4859800 1214939 0 74386
S 4859856 2 10 1 13 0 74386
T 4860008 1214991 0 74390
S 4860072 1 11 3 20 2 74390
S 4860088 3 15 3 30 3 74390
S 4860096 2 17 3 30 1 74390
T 5043564 1260879 2 77234
S 5043648 2 17 1 28 0 77234
T 5070008 1267491 0 77611
S 5070096 3 17 2 30 1 77611
S 5070120 1 24 0 13 2 77611
S 5070136 2 27 2 14 2 77611
T 5073496 1268363 1 77668
T 5082620 1270643 3 77809
S 5082684 3 12 0 29 1 77809
S 5082704 1 17 1 25 2 77809
T 5088280 1272058 3 77898
S 5088376 1 20 1 16 2 77898
T 5126740 1281673 2 78493
S 5126876 0 29 3 12 2 78493
T 5184472 1296106 3 79401
S 5184556 3 17 1 34 2 79401
S 5184576 2 22 0 23 0 79401
S 5184620 3 33 0 13 0 79401
T 5208596 1302137 2 79763
S 5208656 2 10 2 22 1 79763
T 5221464 1305355 1 79954
S 5221552 1 17 3 16 0 79954
T 5244892 1311211 3 80304
T 5278292 1319561 2 80804
S 5278376 2 16 2 27 1 80804
S 5278376 0 17 0 35 2 80804
S 5278440 0 32 2 34 2 80804
T 5290088 1322510 3 80996
S 5290172 3 17 1 23 0 80996
S 5290208 2 25 2 23 1 80996
T 5302336 1325572 2 81189
S 5302408 1 14 0 22 2 81189
S 5302492 2 34 3 17 2 81189
T 5333252 1333301 2 81668
S 5333356 1 21 3 18 2 81668
S 5333372 0 25 3 18 1 81668
T 5360468 1340106 1 82096
S 5360556 2 17 3 27 1 82096
S 5360572 0 21 2 30 2 82096
T 5369948 1342476 0 82235
S 5370020 1 14 1 33 0 82235
S 5370044 3 20 0 30 3 82235
S 5370096 1 32 2 22 0 82235
T 5424020 1355994 0 83066
S 5424108 2 17 2 20 1 83066
S 5424124 3 22 0 32 1 83066
T 5434476 1358608 0 83240
S 5434532 3 10 1 18 0 83240
S 5434548 0 14 0 17 1 83240
T 5459120 1364768 3 83622
S 5459204 3 17 1 31 2 83622
T 5483128 1370770 2 83999
S 5483212 2 16 3 28 0 83999
S 5483244 1 24 2 16 2 83999
S 5483264 0 30 1 23 2 83999
T 5537060 1384254 1 84796
S 5537132 2 14 1 26 2 84796
S 5537196 1 29 2 20 2 84796
S 5537200 3 31 0 35 2 84796
T 5622932 1405722 1 86125
S 5623020 0 17 3 19 2 86125
T 5630028 1407495 3 86240
S 5630112 0 17 1 11 0 86240
S 5630116 3 18 0 22 2 86240
T 5674660 1418653 2 86891
S 5674716 3 10 1 22 3 86891
S 5674720 1 11 0 15 0 86891
S 5674812 0 34 0 12 0 86891
T 5682208 1420540 3 86998
S 5682292 3 17 1 12 3 86998
S 5682312 0 22 0 32 3 86998
S 5682356 1 33 1 17 2 86998
T 5686264 1421555 0 87057
S 5686364 1 20 3 29 1 87057
T 5689468 1422355 2 87110
S 5689532 3 11 3 30 3 87110
S 5689568 0 20 3 20 3 87110
S 5689612 1 31 3 19 1 87110
T 5703600 1425888 2 87346
S 5703684 3 17 0 33 2 87346
T 5769076 1442257 2 88370
S 5769140 2 11 2 18 0 88370
S 5769184 1 23 0 16 1 88370
T 5783776 1445933 0 88584
T 5847568 1461880 2 89563
S 5847676 2 22 2 34 1 89563
S 5847688 0 25 2 29 0 89563
T 5854576 1463633 1 89665
S 5854660 0 16 2 22 3 89665
S 5854664 1 17 3 30 1 89665
T 5880420 1470093 3 90060
S 5880488 1 12 2 33 3 90060
S 5880508 0 18 0 31 3 90060
T 5892128 1473021 0 90226
S 5892244 0 24 3 27 2 90226
S 5892260 3 29 1 28 1 90226
T 5922072 1480507 1 90668
S 5922160 0 17 3 13 1 90668
S 5922224 2 33 2 13 1 90668
T 5923536 1480872 3 90693
S 5923624 0 17 2 18 2 90693
S 5923676 3 31 1 27 3 90693
T 5953880 1488459 0 91166
S 5954012 0 29 0 15 2 91166
T 6023728 1505920 2 92241
S 6023796 1 13 0 35 1 92241
S 6023812 2 17 0 31 3 92241
T 6163536 1540872 3 94366
S 6163612 0 15 0 28 1 94366
S 6163688 3 33 3 15 0 94366
T 6167012 1541741 3 94423
S 6167088 2 14 3 24 0 94423
S 6167096 3 17 1 34 1 94423
T 6274832 1568696 3 96087
S 6274924 0 19 0 17 1 96087
S 6274932 2 21 1 13 2 96087
T 6298404 1574589 3 96459
S 6298488 1 16 2 17 1 96459
S 6298488 2 17 0 29 2 96459
S 6298528 3 27 1 16 0 96459
T 6311488 1577861 0 96667
S 6311612 1 26 2 15 3 96667
S 6311628 0 30 3 30 1 96667
T 6314868 1578706 0 96716
S 6314940 2 13 3 28 3 96716
S 6314952 3 16 3 11 2 96716
T 6343232 1585797 1 97135
S 6343324 1 19 1 21 0 97135
T 6346828 1586695 2 97197
T 6466132 1616521 3 99012
S 6466216 0 16 3 20 1 99012
S 6466240 2 22 2 33 3 99012
T 6523876 1630958 0 99903
S 6523956 3 16 1 30 2 99903
T 6562180 1640534 1 100468
T 6576376 1644083 1 100699
S 6576448 3 14 0 24 2 100699
S 6576464 2 17 3 28 3 100699
S 6576496 0 26 0 11 0 100699
T 6647840 1661948 3 101809
S 6647924 3 17 1 19 2 101809
S 6647960 1 26 0 26 3 101809
T 6673256 1668303 0 102200
S 6673332 3 14 2 11 2 102200
T 6721308 1680315 3 102958
S 6721388 1 15 3 14 1 102958
S 6721396 2 17 2 30 2 102958
S 6721444 0 29 2 33 3 102958
T 6810008 1702490 2 104286
S 6810092 3 16 2 22 0 104286
S 6810092 0 17 0 22 0 104286
T 6824236 1706047 3 104509
S 6824380 0 31 3 18 0 104509
S 6824388 2 33 3 24 0 104509
T 6841240 1710299 1 104764
S 6841324 3 17 1 20 3 104764
T 6895264 1723805 0 105560
S 6895348 3 17 1 28 1 105560
S 6895368 2 22 1 22 3 105560
S 6895404 1 31 0 16 0 105560
T 6897076 1724257 2 105596
S 6897160 0 17 0 24 3 105596
T 6959892 1739962 1 106541
S 6960004 3 24 1 29 1 106541
S 6960032 2 31 1 16 3 106541
S 6960036 0 32 1 22 0 106541
T 7058776 1764682 3 108056
S 7058888 0 23 3 26 0 108056
T 7071972 1767981 2 108272
S 7072028 3 10 0 35 2 108272
S 7072064 1 19 1 18 0 108272
S 7072068 2 19 3 20 3 108272
S 7072112 0 30 3 32 3 108272
T 7073304 1768315 1 108291
S 7073456 3 33 2 32 3 108291
T 7121792 1780437 0 109036
S 7121880 1 17 2 11 0 109036
T 7233584 1808384 3 110772
S 7233652 2 12 3 30 2 110772
S 7233672 3 17 3 19 0 110772
T 7234864 1808704 3 110794
S 7234948 1 17 1 29 1 110794
S 7234964 3 20 2 12 3 110794
T 7363436 1840847 3 112690
S 7363572 2 30 1 15 3 112690
T 7378764 1844679 3 112926
S 7378836 2 14 0 34 1 112926
T 7412428 1853096 0 113429
S 7412508 3 16 0 25 2 113429
T 7417900 1854464 1 113514
S 7418008 2 22 2 20 1 113514
T 7444816 1861193 1 113920
T 7445988 1861486 0 113939
S 7446072 0 17 0 35 2 113939
S 7446080 1 19 0 12 0 113939
S 7446112 3 27 1 35 3 113939
T 7469784 1867434 3 114297
S 7469868 2 17 0 20 0 114297
S 7469872 3 18 1 12 0 114297
S 7469876 1 19 1 28 3 114297
T 7476356 1869078 1 114401
S 7476432 0 14 2 34 1 114401
S 7476508 0 34 1 28 1 114401
T 7557420 1889344 0 115631
T 7568116 1892017 3 115788
S 7568212 2 19 2 26 2 115788
S 7568232 0 24 2 33 2 115788
S 7568248 3 28 3 24 0 115788
T 7597564 1899380 0 116264
S 7597640 1 14 2 12 3 116264
S 7597684 2 26 0 25 1 116264
T 7624232 1906046 2 116660
S 7624332 3 21 0 24 3 116660
T 7640828 1910195 3 116907
S 7640912 1 17 1 14 3 116907
S 7640912 0 17 1 12 3 116907
S 7640940 3 23 2 31 3 116907
S 7640944 2 24 2 17 0 116907
T 7677348 1919325 3 117482
S 7677472 3 27 1 29 2 117482
T 7677580 1919384 0 117487
S 7677644 0 11 3 27 2 117487
S 7677676 1 20 1 14 2 117487
T 7694060 1923503 3 117733
S 7694124 1 11 3 20 1 117733
T 7724716 1931167 2 118204
S 7724800 2 17 0 32 2 118204
T 7807864 1951955 1 119473
S 7807952 2 17 3 30 0 119473
S 7807964 3 21 0 23 0 119473
S 7808016 1 33 2 14 3 119473
T 7837596 1959388 0 119918
S 7837656 0 11 0 13 2 119918
S 7837676 2 16 1 34 3 119918
S 7837712 3 25 0 30 1 119918
T 7887492 1971862 0 120661
S 7887612 2 25 3 21 0 120661
T 7986688 1996660 3 122161
T 7991580 1997883 2 122232
S 7991664 1 16 3 17 0 122232
S 7991676 2 19 3 25 2 122232
S 7991728 0 32 2 33 0 122232
T 7992696 1998162 2 122245
S 7992772 2 15 0 31 3 122245
T 8088388 2022085 2 123725
S 8088472 2 17 0 23 3 123725
S 8088480 1 19 1 13 3 123725
S 8088544 3 34 2 26 1 123725
T 8166728 2041671 0 124966
S 8166868 1 31 0 34 3 124966
T 8182772 2045681 3 125206
S 8182832 1 10 3 15 0 125206
S 8182856 0 17 1 30 0 125206
T 8200084 2050009 3 125476
T 8282328 2070570 2 126768
S 8282412 1 17 0 23 0 126768
S 8282416 0 17 2 13 2 126768
T 8323084 2080760 0 127387
S 8323160 3 15 0 22 0 127387
S 8323188 2 22 1 31 2 127387
T 8353504 2088364 3 127839
S 8353584 3 16 1 29 3 127839
T 8545736 2136423 1 130774
S 8545804 3 13 0 27 0 130774
S 8545824 1 17 3 31 0 130774
T 8548376 2137083 1 130819
S 8548488 3 23 3 17 0 130819
S 8548512 2 29 2 21 2 130819
T 8585316 2146318 0 131362
S 8585392 2 14 2 27 3 131362
S 8585396 3 15 3 11 1 131362
T 8632220 2158043 3 132073
S 8632348 0 27 3 31 3 132073
S 8632368 1 32 3 18 3 132073
S 8632376 3 34 2 11 1 132073
T 8641300 2160313 2 132209
S 8641384 1 17 0 16 1 132209
S 8641444 3 32 1 28 2 132209
T 8642616 2160643 0 132226
S 8642676 3 10 3 21 0 132226
S 8642700 0 17 1 12 3 132226
T 8655028 2163745 3 132416
S 8655092 2 12 0 18 3 132416
S 8655096 0 12 3 22 1 132416
S 8655144 1 25 1 15 3 132416
T 8659464 2164854 3 132481
S 8659548 0 17 1 20 1 132481
S 8659584 1 26 1 34 2 132481
S 8659608 2 32 1 15 3 132481
T 8689216 2172293 1 132933
S 8689284 0 12 2 19 0 132933
T 8753860 2188454 0 133936
S 8753920 2 10 3 33 0 133936
S 8753928 0 12 3 11 3 133936
S 8753948 3 17 3 14 3 133936
S 8753992 2 28 3 26 0 133936
T 8795876 2198957 3 134601
S 8795960 1 17 1 23 3 134601
S 8796000 3 26 3 34 0 134601
T 8879228 2219796 0 135892
T 8916676 2229158 1 136468
S 8916764 1 17 3 31 1 136468
T 8956780 2239183 2 137078
S 8956856 0 14 2 26 3 137078
S 8956864 1 17 0 20 3 137078
T 8987052 2246752 1 137545
S 8987124 0 14 0 26 3 137545
S 8987168 3 24 3 19 1 137545
S 8987188 2 29 3 21 2 137545
T 8995644 2248899 2 137675
S 8995720 0 14 2 12 3 137675
S 8995768 3 27 0 17 3 137675
T 9013004 2253239 2 137937
S 9013064 0 10 2 33 2 137937
S 9013140 3 30 0 14 1 137937
T 9016780 2254183 3 137996
S 9016876 1 20 0 30 1 137996
S 9016932 0 34 1 18 2 137996
T 9111900 2277963 3 139428
S 9112048 2 32 3 28 3 139428
T 9130620 2282643 2 139707
S 9130704 3 17 0 35 2 139707
S 9130764 1 31 2 30 2 139707
T 9146924 2286720 1 139935
S 9147012 1 18 0 27 3 139935
T 9253776 2313432 2 141539
T 9269548 2317375 3 141792
S 9269640 0 19 1 12 1 141792
S 9269668 2 26 0 29 3 141792
T 9308256 2327052 3 142372
T 9338780 2334684 0 142817
S 9338888 3 23 1 24 3 142817
S 9338892 1 23 3 33 3 142817
T 9391344 2347824 2 143604
S 9391428 3 16 3 25 0 143604
S 9391480 2 29 3 23 2 143604
T 9416156 2354028 0 143961
S 9416216 0 10 3 18 0 143961
S 9416228 3 14 0 15 1 143961
S 9416268 1 23 3 16 1 143961
T 9434172 2358531 2 144243
S 9434232 3 10 2 20 0 144243
S 9434240 0 13 1 15 0 144243
T 9467552 2366877 0 144754
S 9467616 3 11 3 23 3 144754
S 9467668 1 25 0 23 2 144754
T 9477688 2369410 2 144923
S 9477756 1 12 2 11 0 144923
S 9477772 2 17 0 31 3 144923
S 9477808 0 26 0 25 1 144923
T 9538772 2384682 0 145839
S 9538852 3 15 2 28 3 145839
T 9570636 2392647 2 146309
S 9570720 0 17 0 29 2 146309
T 9590580 2397634 0 146623
S 9590656 1 14 2 21 3 146623
S 9590708 0 27 2 30 3 146623
T 9692628 2423146 1 148203
S 9692740 3 23 3 20 1 148203
T 9735744 2433925 0 148830
S 9735856 3 24 0 23 0 148830
T 9739672 2434907 0 148888
S 9739760 3 17 2 11 1 148888
T 9767252 2441802 1 149316
S 9767312 0 11 1 19 0 149316
S 9767380 3 27 2 14 1 149316
S 9767408 1 34 2 17 0 149316
T 9783764 2445929 2 149558
S 9783824 2 10 3 20 3 149558
S 9783832 3 13 1 16 3 149558
S 9783912 0 32 2 18 2 149558
T 9809880 2452459 0 149952
T 9876936 2469223 0 150985
S 9877024 0 17 2 31 3 150985
T 9897512 2474367 0 151287
S 9897588 2 14 3 26 1 151287
T 9901076 2475257 3 151347
S 9901156 3 16 0 34 0 151347
T 9958936 2489722 3 152189
S 9959020 1 17 1 26 2 152189
S 9959036 3 20 3 21 0 152189
S 9959056 2 25 3 15 0 152189
